mls_id,date_collected,description,bedrooms,bathrooms,size_sqft,stories,house_cat,price,address_number,street_name,full_street_name,locality,municipality,province_state,postal_code,pool_mentioned,lat,lon,street_name_std
40794189,2025-12-22 19:52:20.123294+00:00,"Welcome to College Park! Unit 112 offers exceptional value in one of the area’s most well-managed and highly sought-after condo communities. Ideally located just steps from Stone Road Mall, the University of Guelph, transit, shopping, and quick access to the Hanlon Expressway/401, this home is a perfect fit for buyers seeking comfort and convenience. This bright end-unit townhome features charming brick curb appeal, a single-car garage, and a private driveway. Inside, you’ll find a well-appointed kitchen with ample cabinetry and generous storage. The open-concept living and dining area is filled with natural light and includes sliding doors leading to your private patio and backyard—an ideal space to unwind. Upstairs, you'll discover spacious bedrooms and well-sized bathrooms, offering comfortable living for families or professionals. Move-in ready and located in an unbeatable neighbourhood. (69988350)",3 + 1,3,1100.0000,2.0,Row / Townhouse,499900.0,302,302 COLLEGE Avenue W Unit# 112,"302 COLLEGE Avenue W Unit# 112|Guelph, Ontario N1G4T6",,Guelph,Ontario,N1G4T6,False,43.52034234,-80.24737977,302 college avenue w unit# 112
X12435774,2025-12-22 19:52:20.123294+00:00,"Welcome to this exceptional all-brick detached home set on a rare, extra-large irregular lot that provides outstanding outdoor space and privacy. This unique property stretches over 200feet deep on one side and totals roughly 0.30 acres. A true find in this sought-after neighbourhood. Built in 2008 by Fabbian Homes and lovingly maintained by the original owners,the residence offers over 2,500 sq ft of above-grade living space plus a fully finished basement, combining quality construction with thoughtful upgrades for today's modern family.Inside, 9-ft ceilings, large windows and generous principal rooms create a bright and inviting main floor perfect for both everyday living and entertaining. The family-sized kitchen features abundant cabinetry and a raised breakfast bar with open sightlines to the spacious great room. A formal dining room and separate living area add flexibility for hosting or working from home.Upstairs, the luxurious primary suite includes a private sitting area, a large dressing room/walk-in closet and a spa-inspired ensuite with soaker tub and separate shower. Two additional oversized bedrooms share a well-appointed bath.The finished basement expands your living space with a massive recreation area ideal for movie nights, games zone or an at-home gym. Outside, the deep, irregular lot offers endless possibilities, opportunities rarely available in Guelph.Located in the desirable Grange Road community, this home is minutes to schools, parks,trails, shopping and commuter routes, making it a smart move for families relocating from the GTA who crave more space without sacrificing convenience. Immaculate, move-in ready and filled with pride of ownership, 26 Frasson Drive delivers size, quality and lifestyle in one remarkable package. (41367903) | Amenities: Fireplace(s)",3 + 2,4,2499.98,2.0,House,1299900.0,26,26 FRASSON DRIVE,"26 FRASSON DRIVE|Guelph (Grange Road), Ontario N1E7J9",Grange Road,Guelph (Grange Road),Ontario,N1E7J9,False,43.5670653,-80.2151601,26 frasson drive
X12430809,2025-12-22 19:52:20.123294+00:00,"Visit REALTOR website for additional information. This stylish family home might just check all the boxes for you: Quiet Cul de sac; Pie shaped lot; Income apartment; Prime Kortright Hills Neigbourhood in the South end of Guelph! It is perfect for a growing family, you'll love having access to some of the city's top schools, nearby trails, parks, and convenient commuter routes. Inside, the home has undergone many tasteful recent updates. The home starts with a welcoming front entrance with a full walk-in front closet say goodbye to cluttered entrances! The updated eat-in kitchen offers access to the rear composite deck for BBQ's and also opens to the sunken family room with views of the spacious backyard. Formal Living/dining room are just off the foyer and have also been recently updated with custom built in cabinetry. Upstairs, two generously sized bedrooms share a 4-piece bath, while the primary bedroom offers its own large walk-in closet and 4 piece ensuite bathroom. The fully finished basement is a standout feature. Architecturally designed, it offers a recently completed beautiful apartment (in the process of being registered) ideal for extended family, guests, or rental income. The basement apartment offers a large covered separate entrance which enters into a modern open Kitchen & Living Room with gas fireplace. Around the corner is a large bedroom, modern three piece bathroom and in-suite laundry. The basement area has been separated from the main home with the main home still retaining a large basement bedroom (yes, your teenager can still have their own space). Outside, the expansive pie shaped backyard is perfect for entertaining. With existing patios and a composite deck right off of the kitchen, there are also plenty of shade and fruit trees and enough space space for a future pool! (41352121) | Amenities: Fireplace(s)",3 + 2,4,1999.98,2.0,House,1299999.0,32,32 ELSLEY COURT,"32 ELSLEY COURT|Guelph (Kortright Hills), Ontario N1C1C8",Kortright Hills,Guelph (Kortright Hills),Ontario,N1C1C8,True,43.4964191,-80.2388912,32 elsley court
X12642678,2025-12-22 19:52:20.123294+00:00,"Well maintained home sit in the prime location of Guelph, 3 spacious bedrooms on the second floor with a accessory apartment in basement, carpet free, back to green, close to University of Guelph, stone road shopping mall, grocery stores, bus stop, etc. The current lease ends on April 30,2026 with net rent $4725 monthly, utilities are extra, great opportunity for investors, it's rare in the market, don't miss it, book your private showing now. (41838732)",3 + 1,3,1099.99,2.0,House,799000.0,17,17 LAURELWOOD COURT,"17 LAURELWOOD COURT|Guelph (Kortright West), Ontario N1G4E8",Kortright West,Guelph (Kortright West),Ontario,N1G4E8,False,43.5166671,-80.2311395,17 laurelwood court
40764571,2025-12-22 19:52:20.123294+00:00,"33 Walnut Drive, a charming Tudor-style gem, custom-designed and built in 1984 for the original owners, who have meticulously maintained it ever since. Boasting over 4,800 sq. ft. of meticulously crafted interior space, this home offers timeless character, exquisite craftsmanship, and modern comforts. Every detail has been carefully curated to exceed expectations. From the moment you arrive, the curb appeal is undeniable. A stone walkway, mature trees, & professionally landscaped gardens create a picture-perfect first impression. Step inside to a gracious entry way & grand two-story living room featuring soaring ceilings, striking fireplace, & views of the enchanting backyard. The dining room offers serene vistas of a cascading waterfall & includes a walkout to the private oasis with lush gardens & an expansive deck, ideal for entertaining or peaceful mornings with coffee. The chefs kitchen includes a generous eat-in area & opens to the family room, creating a warm, inviting space for gatherings. The main-floor primary suite is a private retreat, complete with walk-in closet & luxurious ensuite. Also on the main level is an executive office featuring custom millwork & built-in shelving, ideal for working from home. Upstairs, you'll find 3 additional spacious bedrooms, full bath, & a bright open loft, ideal as a secondary office, studio, or playroom. The lower level offers a large recreation space ready to be customized into a games room, home theatre, or gym. There is ample storage throughout. Additional features include double garage with inside access, main floor laundry, steel roof, 200 AMP service, new furnace & A/C. Ideally situated in an established neighbourhood, walkable to shops & top notch schools. Floor plans & construction specifications, which exceeded standard building codes, are available upon request. Offered for the first time, this home has been the setting for a lifetime of memories. Now, it's ready for you to begin your own chapter. (69563504)",4,3,3382.0000,2.0,House,1449900.0,33,33 WALNUT Drive,"33 WALNUT Drive|Guelph, Ontario N1E4B4",,Guelph,Ontario,N1E4B4,False,43.56447482,-80.24896318,33 walnut drive
X12641974,2025-12-22 19:52:20.123294+00:00,"Absolutely stunning, recently reno'd, turn-key, designer-grade middle unit 3 bdrm/4 washroom w/ professionally finished basement and 3 total car parking in Guelph's popular, family friendly, Victoria North community that's pleasantly close to trails, parks, Guelph Lakes Conservation, schools, sportsfields, pub. transit, restaurants, plazas, golf courses and so much more. You can be in the tranquil, lush, protected greenspace of the GL Conservations in minutes enjoying a family boatride, fishing, or picnic within minutes or be in the historic and very picturesque downtown Guelph core enjoying a coffee and some pastries at a landmark cafe or bistro. The home itself has been fully detailed w/ main-floor walnut stained chevron patterned flooring, fully upgraded all-white kitchen w/ newer SS appliances, b/i microwave, quartz countertops  and matching backsplash, undermount lighting, deep basin sink, 9ft ceilings, LED pot lighting, upgraded powder room w/ floating vanity, newly installed 2 x 1 main floor tiling, combined open concept family and dining rooms that walks-out to sizeable backyard w/ sundeck overlooking a natural backdrop of mixed trees, grasslands, and brush. The home also features 3 large bedrooms including a large primary w/ ensuite bath and w/i closet, upstairs laundry and an additional full-sized communal bathroom. The professionally designed and engineered finished basement brandishes a large rec area ideal for kids play area and a room that could be used for an office/den or perhaps hosting some out of town guests. A fully upgraded 3 pc washroom saves guests and family members from a longer trek to the upstairs washrooms. The home also comes with owned and newly installed water heater and water softener systems. This beauty is surely to be one of the better units in the area and you won't want to miss out on your chance to claim house as yours, especially at this new price!! (41837256)",3,3,1499.99,2.0,Row / Townhouse,599900.0,100,100 MUSSEN STREET,"100 MUSSEN STREET|Guelph (Victoria North), Ontario N1E0K2",Victoria North,Guelph (Victoria North),Ontario,N1E0K2,False,43.5834608,-80.2651544,100 mussen street
40794649,2025-12-22 19:52:20.123294+00:00,"Set in the highly desirable Pine Ridge neighbourhood within Guelph's Westminster Woods community, this home combines thoughtful design, quality updates, and versatile living spaces. Inside, the layout balances function and comfort with separate living, dining, and family rooms giving plenty of space for day-to-day living or entertaining. The fully updated kitchen features modern finishes and a smart design that makes it the centrepiece of the home. Bathrooms have also been upgraded with a clean, contemporary style, and recent improvements such as new roof shingles and lighting provide peace of mind along with a fresh, modern feel. Upstairs, you'll find generously sized bedrooms and spa-like bathrooms designed with comfort in mind. The lower level adds incredible flexibility with a legal basement apartment and private entrance. Whether used for extended family, guests, or tenants, this space offers both privacy and the opportunity for additional income. Every detail of this property has been considered to create a home that is stylish, practical, and investment-ready. 64 Laughland Lane offers the rare chance to own a move-in-ready home in one of Guelph's most established and sought-after neighbourhoods. (69991485)",4 + 2,5,2494.4400,2.0,House,1170000.0,64,64 LAUGHLAND Lane,"64 LAUGHLAND Lane|Guelph, Ontario N1L0C6",,Guelph,Ontario,N1L0C6,False,43.51067879,-80.17657073,64 laughland lane
X12233150,2025-12-16 03:53:44.358840+00:00,"Welsome to 224 Fleming Rd.  It's a  stunning 6 bedroom brick home situated in a quiet family-friendly neighbourhood! Executive eat-in kitchen boasting handsome dark cabinetry, glass tile backsplash, stainless steel appliances, beautiful granite countertops and an enormous centre island with bar seating & pendant lighting. Open to the spacious living room featuring gleaming hardwood floors, pot lighting and sliding door leading to your beautiful backyard. A convenient 2 piece powder room completes this level. Upstairs you'll find a spacious master bedroom featuring hardwood floors, an oversized window & huge walk-in closet. Beautifully renovated 4pc ensuite featuring a large vanity with granite countertops and a shower/tub. There is a lovely 4pc main bathroom & three other good sized bedrooms with hardwood floors, large windows, and ample closet space. Additional living space in the finished basement with separate enterance featuring a separate entrance, two spacious bedrooms with large windows, a recreation room, kitchen & 3pc bathroom with a double shower. Situated on a large corner lot. Enjoy relaxing in your beautifully landscaped backyard featuring a large patio with a beautiful trellis and built in shed for extra storage. A short drive to plenty of amenities such as grocery stores, banks, LCBO, etc. Walking distance to Joe Veroni Park, highly rated schools, and the public library. A great place neighbourhood to raise your family in. 7 minutes drive to Guelph university. Less than a 5-minute drive to Guelph Lake. Spend your weekends exploring the trails and relaxing by the lake! (40728741)",4 + 2,4,1999.98,2.0,House,1255555.0,224,224 FLEMING ROAD E,"224 FLEMING ROAD E|Guelph (Grange Road), Ontario N1E0K7",Grange Road,Guelph (Grange Road),Ontario,N1E0K7,False,43.573069,-80.2110052,224 fleming road e
X12565226,2025-12-16 03:53:44.358840+00:00,"A sense of sophistication in a coveted neighbourhood. This 3,200+ sq. ft. detached residence offers 4 bedrooms, 3 bathrooms, an expansive third-level loft, and a main-floor office/flex room - all wrapped in a thoughtful, non-cookie-cutter layout that feels both elevated and effortless. Sunlight pours through every level, giving the home a bright, uplifting ambiance from morning to night. The main floor impresses with 9-foot ceilings, real hardwood floors, a warm gas fireplace, and a beautifully designed kitchen featuring upscale cabinetry, a chic backsplash, quartz countertops, a spacious island with storage, stainless steel appliances (including a bar fridge), and a coveted walk-in pantry. It's a space crafted for both everyday comfort and seamless entertaining and also offers ample dining space. Upstairs, the primary suite feels like a private retreat with a soaker tub, separate shower, and a generous walk-in closet. The additional bedrooms offer impressive scale, and the third-level loft adds a striking ""wow"" factor-ideal as a lounge, creative studio, office, or playroom. Second-floor laundry and expansive neighbourhood views over Pineridge/Westminster Woods complete this thoughtfully planned level. The unfinished basement - with a bathroom rough-in - provides endless potential for future customization. Outdoors, a fenced yard, private deck with glass railing, interlock patio plus tastefully landscaped front and rear gardens create a serene backdrop for quiet mornings, relaxed evenings, or gatherings with friends and family. Situated in Guelph's highly desirable South End, you are a brisk walk away from *19* parks and 3 rinks, multiple groceries, bakeries, ethnic eateries, salons, and scenic walking trails. Light-filled, functional, and rich with character - this home stands apart in all the right ways. (41690321) | Amenities: Fireplace(s)",4,3,2999.97,3.0,House,1199999.0,8,8 AMSTERDAM CRESCENT,"8 AMSTERDAM CRESCENT|Guelph (Pineridge/Westminster Woods), Ontario N1L1T5",Pineridge/Westminster Woods,Guelph (Pineridge/Westminster Woods),Ontario,N1L1T5,False,43.5175743,-80.1917425,8 amsterdam crescent
X12580044,2025-12-03 13:00:56.096442+00:00,"It's Very Merry on Berry! If a new home is on your holiday wish list, 6 Berry Drive is wrapped up and ready for you! Tucked into the beloved Kortright Hills neighbourhood, this warm and inviting home offers over 2,000 sq ft of bright, comfortable living space-close to great schools, scenic trails, and quick highway access for all your holiday travels. Step inside and enjoy a main floor made for gathering. The open layout is perfect for hosting festive dinners, decorating cookies, or cozy nights by the tree. Upstairs, you'll find three spacious bedrooms, including a primary suite with its own ensuite, plus a second-floor family room that's ideal for game nights, holiday movies, or wrapping gifts in peace. Downstairs is a special bonus on your wish list: a brand-new, legal two-bedroom basement apartment with its own entrance-perfect for visiting family, multigenerational living, or a little extra income to start the new year right. This season, give yourself the gift of space, comfort, and possibility. Come experience the magic-because life is truly Merry on Berry! (41720353) | Amenities: Fireplace(s)",3 + 2,4,1999.98,2.0,House,1049500.0,6,berry,"6 BERRY DRIVE|Guelph (Kortright Hills), Ontario N1C1G8",Kortright Hills,Guelph,Ontario,N1C 1G8,False,43.4996898,-80.2286919,berry
X12586124,2025-12-03 13:00:56.096442+00:00,"Located just steps to the coveted St Georges Park, this beautiful bungaloft home is tucked onto a quiet crescent at the top of the hill in the St Georges Park neighbourhood. 47 Hillcrest is a charming bungalow that features a rear addition built in the early 2000's. It is deceiving from the exterior, but this home is now over 2000sf in size. When you enter, you'll notice the original charm that has been maintained throughout the years. The living room is bright and airy, thanks to the bay window at the front and connects to the dining room through a large arched opening. Further back, you'll find an open concept kitchen with ample peninsula seating. At that back of the addition is a huge family room with gas fireplace that overlooks the backyard, which is connected via a large sliding door (2024) and offers privacy on the deck (2023). There is also main level laundry! Upstairs there is a spacious primary suite with walk in closet and ensuite. The lower level is fully finished and offers tons more living space including an additional bedroom, 3pc bathroom, rec room, den, storage and more. As part of the main level and basement addition (all permitted), the home was upgraded to 200 AMP service. Low maintenance great sized backyard with natural gas hookup for a BBQ. There is a detached garage (new roof 2025) and mutual parking with total parking space for 2 cars. This home should be on your 'must see' list! Hillcrest Dr is a street of friendly neighbours who take pride in their homes and this home located in the desired King George French Immersion catchment. Walkable to downtown Guelph, GO/ Via, grocery stores and many other amenities. Don't miss it (41733085) | Amenities: Fireplace(s)",2 + 1,3,1499.99,1.5,House,874900.0,47,hillcrest,"47 HILLCREST DRIVE|Guelph (St. George's), Ontario N1E4W8",St. George's,Guelph,Ontario,N1E 4W8,False,43.5507971,-80.2415981,hillcrest
40765590,2025-12-03 13:00:56.096442+00:00,"Nestled in The Village by the Arboretum, 24 Beechlawn Boulevard is a perfectly located home with close proximity to all village amenities. The front yard features vibrant flora that complements the classic brick facade of the house. Inside, the main floor is completely carpet-free with an open and spacious layout and large windows that stream an abundance of natural light, creating an airy ambiance. The kitchen stands as a focal point with granite countertops and ample cabinetry flowing into an inviting living area with oversized windows. The primary suite has an ensuite bathroom and a walk-in closet, and the additional bedrooms offer privacy and comfort. The location within The Village by the Arboretum community is remarkable, featuring an array of amenities such as walking trails, community centers, and social events. The meticulously maintained streets and common areas define the pride and camaraderie of this neighborhood. Book your private showing today. (69578274) | Amenities: Exercise Centre, Party Room",2 + 1,3,2365.1500,1.0,House,999999.0,24,beechlawn,"24 BEECHLAWN Boulevard|Guelph, Ontario N1G4X7",,Guelph,Ontario,N1G 4X7,False,43.53117528,-80.21169197,beechlawn
X12582438,2025-12-03 13:00:56.096442+00:00,"Welcome to this stylish and spacious 3-bedroom, 3-bathroom condo townhome situated in a highly desirable Guelph neighbourhood. This beautifully maintained residence offers a perfect blend of modern design, convenience, and low-maintenance living. Step into this inviting home, where you'll be greeted by an open-concept main floor featuring a bright and spacious livingroom. Large windows flood the space with natural light, highlighting the contemporary finishes and high-quality materials throughout. The finished basement provides plenty of potential for customization. Enjoy the convenience of condo living with the added benefit of outdoor space. The private patio is perfect for outdoor dining, barbecues, or simply relaxing. An attached single-car garage and additional driveway parking provide ample space for vehicles and storage. It's the perfect place to call home for those seeking a vibrant, low-maintenance lifestyle. (41725517)",3,3,1199.99,2.0,Row / Townhouse,664999.0,34,arlington,"34 ARLINGTON CRESCENT|Guelph (Pineridge/Westminster Woods), Ontario N1L0L1",Pineridge/Westminster Woods,Guelph,Ontario,N1L 0L1,False,43.5118529,-80.1740893,arlington
X12477548,2025-12-03 13:00:56.096442+00:00,"Welcome to 80 Wilkie Cres, a beautifully upgraded N/E-facing home in the highly sought-after Westminster Woods - Pineridge community. Situated on a quiet street and steps from top-rated schools, parks & trails, this move-in-ready property offers modern comfort and exceptional value. Features a LEGAL basement apartment (2024) with separate entrance - ideal for multi-generational living or added flexibility. Recent upgrades include paid-off solar panels (2023) [ GET PAID EVERY MONTH APPROX. 100$] , modern kitchen with S/S appliances (2023), dual-stage furnace & heat pump (2023), renovated bathrooms & flooring, separate laundries, and an EV charging port (Tesla) in the garage. A perfect blend of location, functionality, and long-term appeal! (41500444)",3 + 1,4,1499.99,2.0,House,1049000.0,80,wilkie,"80 WILKIE CRESCENT|Guelph (Pineridge/Westminster Woods), Ontario N1L0C4",Pineridge/Westminster Woods,Guelph,Ontario,N1L 0C4,False,43.5092882,-80.1797884,wilkie
40788543,2025-12-03 13:00:33.268948+00:00,"Need a shop and income? Welcome to this awesome, carpet-free home in Guelph's West End-just minutes from Costco, parks, and schools! Thoughtfully maintained and move-in ready, this property offers versatility and value with a separate entrance to a legal two-bedroom apartment-perfect for rental income, in-laws, or extended family. The main level features a spacious, open-concept layout with abundant natural light and durable flooring throughout. A functional kitchen overlooks the backyard, and the living and dining areas flow seamlessly for easy entertaining. Car enthusiasts or hobbyists will love the 18 x 13 ft garage setup-complete with its own electrical panel, heater, and welding plug-making it the ideal workshop or creative space. The lower apartment is charming, and is offering two bedrooms, a cozy living area, and a sweet kitchen and mud room entrance for full privacy. Plus each unit is separatley metered! Set on a quiet street in a family-friendly neighbourhood, this home offers both comfort and opportunity-whether you're an investor, first-time buyer, or multi-generational family. (69896064)",3 + 2,2,1230.0000,2.0,House,799999.0,8,drew,"8 DREW Street|Guelph, Ontario N1H1Z5",,Guelph,Ontario,N1H 1Z5,False,43.54268406,-80.26968218,drew
X12210724,2025-12-03 13:00:33.268948+00:00,"This beautiful family home located on a tree lined street in the West end of Guelph surroundedby parks. This is a perfect home to raise a family and begin creating countless memories thatwill last a lifetime. Updated throughout and situated on a 150 feet deep lot you will find. A total of 4 bedrooms, 3 renovated bathrooms, private and fully fenced backyard. Finished recroom and optional office space in the basement. This 2 story home boasts an enormous amount ofliving space and new large windows throughout fill the home with natural light. New driveway for 4 vehicles with single car garage and just a short walk to many amenities including Costco,rec centre, School and transit. The hot water tank is one year old, owned and the furnace is one year old. The house is freshly painted with spotlight through out the house. (40658015)",4,3,1499.99,2.0,House,799999.0,106,queensdale,"106 QUEENSDALE CRESCENT|Guelph (Willow West/Sugarbush/West Acres), Ontario N1H6W3",Willow West/Sugarbush/West Acres,Guelph,Ontario,N1H 6W3,False,43.5161412,-80.2779903,queensdale
40788354,2025-12-03 13:00:33.268948+00:00,"Located on a quiet crescent with a walkout basement overlooking greenspace! This home will suit many buyers' needs - stamped concrete entranceway leading inside to the main level with living room/dining room featuring hardwood flooring, kitchen was updated with new cabinet doors and countertops in 2019, and has a dinette that leads to the large deck overlooking the walking trails and beautiful tree line. There is also a 2-piece on this level and direct access to the garage. Upstairs has three bedrooms and a 4-piece bath. The basement is finished with a large family room and a perfect area for a fourth bedroom should you desire. This level walks out to the private backyard, and could easily be used as a separate entrance. The location is perfect for growing families, commuters, or parents of U of G students, as it's completely surrounded by great amenities and has easy access to Highway 6. Roof 2015, water heater 2022, water softener 2022, basement 2022, deck 2020. Flexible closing available. (69893868)",3,3,2102.3400,2.0,House,815000.0,43,boulder,"43 BOULDER Crescent|Guelph, Ontario N1G5A2",,Guelph,Ontario,N1G 5A2,False,43.49496844,-80.19886458,boulder
X12514594,2025-12-03 13:00:33.268948+00:00,"A home cherished by one family for the past 37 years. Welcome to 41 Shoemaker Crescent, a charming raised bungalow tucked within a quiet crescent. The exterior presents beautifully with a newly finished driveway (2021), modern outdoor lighting, and a sleek front door that sets the tone for what's inside. Step inside and find cherry hardwood floors leading to the main level and into a bright, inviting living area. Large forward-facing windows bathe the space in natural light, while the three-season RSF factory-built fireplace with fire screen adds cozy charm on cool evenings. Just beyond, the dining area offers seating for six - perfect for entertaining or gathering with family. The updated kitchen is the heart of the home, thoughtfully appointed with stainless steel appliances, subway tile backsplash, and a dual-sink beneath a backyard-facing window. Down the hall are three comfortable bedrooms and  a four-piece bath. Each bedroom is fitted with Hunter Douglas double-hung blackout blinds, and the primary suite enjoys its own private two-piece ensuite. The lower level extends the living space with a large recreation/family room, perfect for movie nights or a kids playroom. Across the hall, a bonus room-currently used as a music room-offers a soundproofed ceiling and a charming fireplace. This level also provides a three-piece bathroom and a dedicated laundry room with sink. Step outside to a serene backyard oasis designed for relaxation and play. Mature trees, a manicured garden, and a defined patio space create the perfect setting for outdoor entertaining, children, and pets alike. From top to bottom, the pride of ownership is unmistakable - new furnace and AC (2025), hot water tank (2025), water softener (2021), and roof (2019). Ideally situated near Costco, the West End Rec Centre, and St. Francis Catholic School, this location offers a seamless balance of comfort, convenience, and community. (41587173) | Amenities: Fireplace(s)",3,3,1099.99,1.5,House,824000.0,41,shoemaker,"41 SHOEMAKER CRESCENT|Guelph (Willow West/Sugarbush/West Acres), Ontario N1K1J5",Willow West/Sugarbush/West Acres,Guelph,Ontario,N1K 1J5,False,43.516775,-80.2838644,shoemaker
X12490246,2025-12-03 13:00:33.268948+00:00,"Welcome to this beautifully designed modern freehold townhouse in a sought-after Guelph neighborhood! Built in 2022, this spacious 2,015 sq ft home features 9-ft ceilings on the main floor and a thoughtfully upgraded layout perfect for families. The separate living and family rooms offer plenty of space for entertaining and everyday comfort. The upgraded kitchen boasts elegant quartz countertops, a large center island, and deep drawers for extra storage - a dream for any home chef. Upstairs, you'll find 3 spacious bedrooms including a primary suite with a walk-in closets (he and she, EXTRA LARGE) and ensuite bathroom. Enjoy the blend of modern finishes, open layout, and natural light throughout. Located in a quiet and convenient area, close to schools, parks, shopping, and quick highway access - this home offers the perfect balance of style, space, and location. (41537764)",3,3,1999.98,2.0,Row / Townhouse,829000.0,100,166 deerpath,"100 - 166 DEERPATH DRIVE|Guelph (Willow West/Sugarbush/West Acres), Ontario N1K0E2",Willow West/Sugarbush/West Acres,Guelph,Ontario,N1K 0E2,False,43.5269335,-80.2684714,166 deerpath
X12572726,2025-12-03 13:00:33.268948+00:00,"3 Briarlea Rd is a renovated 3-bdrm semi-detached home nestled in a quiet & established neighbourhood! This home presents ideal blend of family-friendly comfort & investment potential. Families will delight in well-maintained thoughtfully updated interior, peaceful neighbourhood setting, nearby schools such as Fred A. Hamilton PS for French immersion & access to green spaces including Hanlon Creek Park off-leash dog area & trails of Preservation Park. For savvy investors the area offers strong resilient property values & consistent demand bolstered by proximity to University of Guelph, Stone Rd Mall & array of amenities. Step inside to spacious living room bathed in natural light from large window, the warm laminate flooring underfoot adding to the inviting ambience. Renovated kitchen W/white cabinetry, tile flooring (2021), new counters (2025), stylish backsplash (2024) & dual large windows. The kitchen seamlessly flows into the dining area, perfect for hosting family dinners & entertaining. Convenient 2pc bath completes main floor. Upstairs you'll find 3 generous bdrms W/large windows & ample closet space alongside a sleek 3pc bath W/oversized vanity with stone counters & W/I tiled shower. Finished bsmt adds even more flexibility W/generous rec room & full bathroom. With minimal effort this space could be transformed into 4th bdrm, ideal for guests or teens seeking their own retreat. Relax & unwind on large back patio where you can enjoy views of your beautiful private backyard, perfect spot to BBQ & gather W/friends & family. Tons of updates: duct cleaning & new primary carpeting in 2025, newly replaced upstairs-bath window in 2025, furnace & upgraded electrical panel, EV charging installed in 2022, back door & garden shed W/concrete pad & landscaping in 2021-providing peace of mind for yrs to come! Down the street from Steffler Playground & mins to Hanlon Pkwy W/quick access to 401. This address truly brings together neighbourhood serenity & urban convenience. (41705429)",3,3,699.99,2.0,House,669900.0,3,briarlea,"3 BRIARLEA ROAD|Guelph (Kortright West), Ontario N1G3H4",Kortright West,Guelph,Ontario,N1G 3H4,False,43.5089826,-80.2356123,briarlea
40784507,2025-12-03 13:00:33.268948+00:00,"Welcome to this beautifully designed modern freehold townhouse in a sought-after Guelph neighborhood! Built in 2022, this spacious 2,015 sq ft home features 9-ft ceilings on the main floor and a thoughtfully upgraded layout perfect for families. The separate living and family rooms offer plenty of space for entertaining and everyday comfort. The upgraded kitchen boasts elegant quartz countertops, a large center island, and deep drawers for extra storage - a dream for any home chef. Upstairs, you'll find 3 spacious bedrooms including a primary suite with a walk-in closets (he and she, EXTRA LARGE) and ensuite bathroom. Enjoy the blend of modern finishes, open layout, and natural light throughout. Located in a quiet and convenient area, close to schools, parks, shopping, and quick highway access - this home offers the perfect balance of style, space, and location. (69835798)",3,3,2015.0000,2.0,Row / Townhouse,829000.0,166,deerpath,"166 DEERPATH Drive Unit# 100|Guelph, Ontario N1K0E2",,Guelph,Ontario,N1K 0E2,False,43.52732444,-80.26936325,deerpath
X12411557,2025-12-03 13:00:33.268948+00:00,"Welcome to 12 McCurdy! This beautifully updated 4-bedroom home with a separate legal 1-bedroom basement apartment offers over 2,600 sq. ft. of versatile living space, perfect for families or those seeking rental income. Step inside to find fresh paint, brand-new flooring, and a modern kitchen that blends style and functionality. With 3 bathrooms and a large driveway that fits up to 4 cars, convenience is built right in. Situated in the highly sought-after Kortright West neighbourhood, you'll enjoy easy access to great grocery stores, shops, and the University of Guelph, all while being surrounded by parks and community amenities. Move-in ready and designed for today's lifestyle, this home checks every box. (41291640)",4 + 1,3,1499.99,2.0,House,930000.0,12,mccurdy,"12 MCCURDY ROAD|Guelph (Kortright West), Ontario N1G4Y6",Kortright West,Guelph,Ontario,N1G 4Y6,False,43.5121677,-80.2113195,mccurdy
40780888,2025-12-03 13:00:33.268948+00:00,"Welcome to 151 Clairfields Drive East, Unit #3 in Guelph — a beautifully updated townhouse set in one of the city’s most desirable, family-friendly neighbourhoods. Offering approximately 1,600 sq. ft. of thoughtfully designed living space, this home blends comfort, style, and modern convenience. Inside, you’ll find a fully refreshed interior featuring brand-new waterproof luxury vinyl plank flooring (Sept 2025), fresh paint throughout, all-new lighting, door hardware, and a stunning kitchen remodel complete with quartz countertops, subway tile backsplash, new sink and faucet, new vent hood, and brand-new Samsung and LG appliances (Sept 2025). The upper level offers three spacious bedrooms, each with new curtain rods and drapes, and a fully renovated main bathroom with a new vanity, tub, tile, and fixtures (Sept 2025). The large primary bedroom includes a dedicated office area — perfect for working from home. The finished basement adds flexible space for a recreation or guest area, with a refreshed bathroom (Sept 2025) and new carpet. Major mechanical and structural updates provide peace of mind, including a new roof, windows, and patio doors (2018), new driveway (2022), new backyard fence (Oct 2025), Lexaire air conditioner (2023), and water softener and hot water tank (2021). Located in a safe, quiet, and well-managed complex, the home is just steps from St. Paul Catholic Elementary School and a community park. You’ll also enjoy walking trails and easy access to grocery stores, restaurants, GoodLife Fitness, Cineplex, banks, and shops — all nearby. With quick access to Hwy 401 and a short bus ride to the University of Guelph, this home is ideal for families, professionals, and anyone seeking modern comfort in a prime south-end location. Impeccably maintained and tastefully updated, this move-in-ready home truly checks every box. (69796068)",3,3,1520.0700,2.0,Row / Townhouse,699999.0,151,clairfields,"151 CLAIRFIELDS Drive Unit# 3|Guelph, Ontario N1L1P5",,Guelph,Ontario,N1L 1P5,False,43.50768584,-80.18744308,clairfields
